,Title,Platform,others,joy,sadness,anger,surprise,disgust,fear
77,Guitar Hero II,PlayStation2,0.6468496549918893,0.25647022395527785,0.021363007321876112,0.002222320537493019,0.011767120627198502,0.059174283891306426,0.0021533705086247213
78,Guitar Hero II,Xbox360,0.4380127983832998,0.4869781880271538,0.0015612671018710733,0.0018108648042210677,0.0171669602132169,0.052652434478139665,0.0018174979881482784
79,Half-Life,PC,0.45064740174669116,0.4656409454146036,0.006962422770460209,0.014339383996772618,0.010054399503713835,0.048562838453329864,0.003792609294784446
80,Half-Life,PlayStation2,0.34635849641636013,0.591845132317394,0.0015896604250883201,0.0022007899679010253,0.00328216387424613,0.05314169799676162,0.001582075876649415
81,Half-Life 2,PC,0.41559119779664777,0.4735322320298583,0.005824826209003854,0.012625121635809965,0.01747551712681624,0.07283424469847502,0.0021168575832932676
82,Half-Life 2,Xbox,0.5748319794616565,0.30036084172075034,0.001785225503885233,0.002534987846517817,0.005634835078220379,0.11278583732602214,0.0020663200110870947
83,Halo 2,Xbox,0.5008272491134084,0.29493319867975065,0.010123598365487747,0.01396932797261999,0.01406033467387644,0.1624909382955589,0.0035953543298023393
84,Halo 3,Xbox360,0.5341504387557966,0.2253435704782297,0.006325485593334034,0.016146632950285886,0.012309322275243364,0.20286447641736,0.0028600760079714777
85,Halo: Combat Evolved,PC,0.5198556604341437,0.22079730423418087,0.0018249059187518538,0.04271535771156649,0.018848942464384656,0.1936864029565372,0.0022714201920131967
86,Halo: Combat Evolved,Xbox,0.4602734170008549,0.42968802064735845,0.006335219907780585,0.0073266087233684754,0.012874762995603544,0.08167817458237737,0.0018237965483230193
87,Homeworld,PC,0.49129896540558193,0.42935558671710966,0.0015115182798514269,0.0016135218845702536,0.028465428233441923,0.04619173030510949,0.0015632420559640388
88,INSIDE,PC,0.5939088759315742,0.2749523872856137,0.003714022850671863,0.0029724746039624036,0.028294784339079802,0.0938159042683722,0.002341553007745193
89,INSIDE,PlayStation4,0.6382777963742792,0.28024128979277085,0.02958198265834995,0.0016602869041629465,0.007745324140636286,0.038258943177338293,0.004234379609919194
90,INSIDE,Switch,0.5497286234878831,0.3276962421368807,0.0012568203189099333,0.003066931249728989,0.006412951430926666,0.11009228788316244,0.0017461139036135
91,INSIDE,XboxOne,0.530766728232066,0.364769567257074,0.008351229893502867,0.0019355732086433026,0.021144388151061604,0.07103119784254856,0.0020013054273065275
92,Jet Grind Radio,Dreamcast,0.3930413407506421,0.5043574498558883,0.00167648587375875,0.0021866962342755375,0.005175980681087775,0.09157731931190934,0.001984722213819575
93,Journey,PlayStation3,0.520057852545006,0.36358466072939977,0.012556761543197344,0.0047380984999088,0.019523220717239113,0.07224014219744791,0.007299268938048314
94,Journey,PlayStation4,0.4755104109616496,0.386323922199464,0.0024444400286727395,0.004579332783511539,0.014937395251940933,0.11426082715177734,0.0019436728847411324
95,LittleBigPlanet,PSP,0.6763784001140218,0.2548045527533088,0.042750844376553784,0.0015920571933843053,0.01615910713658908,0.006570634098208795,0.001744433091708263
96,LittleBigPlanet,PlayStation3,0.46254145188114226,0.36379720495685675,0.007015591035517606,0.014851256981968236,0.01935091819428961,0.13050604958486717,0.0019375280991714712
97,Madden NFL 2002,GameCube,0.0155234597623348,0.9762017726898192,0.0016789736691862,0.0017200208967551,0.0023196244146674,0.0011449130252003,0.0014112369390204
98,Madden NFL 2002,PlayStation,0.44128239651521045,0.41819542502829177,0.0015950572948591833,0.00402988817465175,0.021046850869121617,0.11138270671168958,0.0024676917819305834
99,Madden NFL 2002,PlayStation2,0.3034856496378779,0.6288073873215848,0.0014909667353254824,0.004066700129495771,0.004211901906220306,0.05625784051303254,0.0016795503359068353
100,Madden NFL 2003,GameCube,0.396140674687922,0.5341442841570825,0.00269578450825061,0.00420718861278142,0.02328349835006515,0.03741330617340276,0.00211530661908906
101,Madden NFL 2003,PC,0.6769937930459325,0.21692538688975296,0.0014452243128537,0.011497184570709364,0.003011002501642109,0.08720156636131417,0.0029258332321081184
102,Madden NFL 2003,PlayStation2,0.34674364923621004,0.42985311667839793,0.0018600907920778176,0.008597166646960273,0.003441938811548652,0.2075304726680295,0.0019735800881829084
103,Madden NFL 2003,Xbox,0.6008259012984732,0.3829580855090171,0.00163256249895005,0.0019284649558054335,0.0036487162384824996,0.007005751637431417,0.0020005557647285
104,Madden NFL 2004,GameCube,0.41329124942421913,0.5701063364744186,0.00263031187932932,0.00345843571703874,0.00452228495851156,0.0025994934607296597,0.0033919295296072397
105,Madden NFL 2004,PC,0.297419864152159,0.6905534632637033,0.0018963220562519141,0.0017968677150617428,0.0025751857486154,0.0022163919139919284,0.0035419368650763568
106,Madden NFL 2004,PlayStation2,0.45609132296568344,0.43766292619023706,0.0018238643736814524,0.0033334116442202398,0.0031441131214950792,0.09590083254604699,0.0020435461210869905
107,Madden NFL 2004,Xbox,0.4805935718334065,0.33121758350768143,0.0020181645194474024,0.048904361054062415,0.036917871876189876,0.09827811291548777,0.0020703369100840284
108,Mario Kart Super Circuit,GameBoyAdvance,0.5734973774068868,0.25426719331374875,0.001809989431184548,0.003163773823357339,0.04527839895530154,0.11959929703532347,0.0023839880621222263
109,Mass Effect 2,PC,0.5886534649127619,0.273554356164757,0.007343403702419855,0.005862707098285748,0.00915824652356419,0.11275395607290732,0.0026738654846740987
110,Mass Effect 2,PlayStation3,0.5602644741646173,0.3511222892855849,0.011835003072043613,0.0020709594635055996,0.010260489441748715,0.0626263707732043,0.001820400318039118
111,Mass Effect 2,Xbox360,0.5370924272746507,0.3091479759496121,0.01327586590606055,0.012387050486560159,0.014092861015439186,0.11205817356534038,0.0019456456232130588
112,Mass Effect 3,PC,0.5037293764193493,0.08106251173938732,0.029054031905413266,0.03415652084876046,0.0062550475924385675,0.34225196145223397,0.0034905523868060924
113,Mass Effect 3,PlayStation3,0.5459181534687123,0.13222778418250158,0.026357473757843985,0.024874233533442248,0.0035196427313042814,0.2649522093922029,0.002150505852641643
114,Mass Effect 3,Xbox360,0.5321926720599542,0.13894484834537307,0.031543029842215055,0.02482506747298197,0.009632479146338347,0.2598656725714517,0.0029962322192338907
115,Metal Gear Solid,PC,0.5534322852035984,0.3484646014403552,0.0015533106598013186,0.002049745824478981,0.030413287822739183,0.062339985721337095,0.0017467392681282375
116,Metal Gear Solid,PlayStation,0.4087606512585326,0.5352949593455859,0.014519219212097017,0.002514776959330451,0.012031931095236096,0.025224185007733848,0.0016542801941634923
117,Metal Gear Solid 2: Sons of Liberty,PlayStation2,0.49834854851029947,0.28919982830030094,0.006440959459950164,0.015598314868426073,0.015908669992077077,0.16993896322237023,0.004564719071446259
118,Metal Gear Solid 3: Subsistence,PlayStation2,0.5293407279654945,0.4125237315556181,0.0016291220044398092,0.0019410746271635725,0.017788858748788553,0.03504079286971026,0.0017356693041571632
119,Metal Gear Solid 4: Guns of the Patriots,PlayStation3,0.41401488998126756,0.4020845041613248,0.020227377661769054,0.012392214263415009,0.014720996500278739,0.13358108521847323,0.0029789342934742695
120,Metal Gear Solid V: The Phantom Pain,PC,0.5429429413624487,0.23083138524976918,0.011277026044978253,0.0043652559698645664,0.012747386077781937,0.19572032311308724,0.0021156853371224324
121,Metal Gear Solid V: The Phantom Pain,PlayStation4,0.5645098571423592,0.2585446246959846,0.015421041925594077,0.00889421420236931,0.010498116375262998,0.13897544139155196,0.003156705084035635
122,Metal Gear Solid V: The Phantom Pain,XboxOne,0.6524139557732269,0.21364069166035426,0.0029807832209674226,0.002387977197334548,0.007048744402709366,0.11936658260310647,0.002161260164333071
123,Metroid Prime,GameCube,0.45562302271218036,0.4189074004500517,0.008289770065634479,0.018521092709276654,0.026451577019669586,0.0704781595078525,0.0017289735166604525
124,Minecraft,PC,0.586852340756956,0.2373470001913728,0.005430397584872353,0.016957748824953173,0.007003048906993557,0.14395050146718222,0.0024589638360370597
125,NBA 2K2,Dreamcast,0.48639193922281265,0.5018610153347254,0.00141228360007515,0.001567602157592725,0.0051938218530267,0.0021950615337118,0.0013782658206764001
126,NBA 2K2,PlayStation2,0.9228964567184448,0.03239900972694154,0.0024532903800718,0.0023544585332274,0.00634291772730642,0.030480485223233662,0.0030734096653759002
127,NBA 2K2,Xbox,0.4702313398011028,0.5195198021829128,0.00155572823132385,0.00180896610254415,0.0036713760346173503,0.0016227142768911501,0.00159015052486205
128,NCAA Football 2004,GameCube,0.44919063756242394,0.5413282960653305,0.00119828979950395,0.0017305053770541499,0.00357574550434945,0.00163698376854875,0.00133961148094385
129,NCAA Football 2004,PlayStation2,0.3428135791896946,0.5801487724012178,0.0016936632293638155,0.0030989035731181047,0.03133668396104536,0.039071547406880756,0.0018368573574762711
130,NCAA Football 2004,Xbox,0.609394211055977,0.2972160449135117,0.0015775963630792786,0.0022067160129413572,0.014563577515738292,0.07328198092623743,0.0017598486821432716
131,NFL 2K1,Dreamcast,0.26161988493469024,0.5278603384762796,0.001568430258582,0.004832927525664322,0.014754180097952457,0.18764879316505453,0.001715452966487189
132,NFL 2K3,GameCube,0.5696084387600422,0.2111115674488246,0.001534228533273525,0.00263246605754825,0.003535309282597075,0.2093415351700969,0.002236486179754075
133,NFL 2K3,PlayStation2,0.5002211701124906,0.25697787309375897,0.00168585275144622,0.13747263848781582,0.002764404122717633,0.0990050961884359,0.0018729745992458865
134,NHL 2002,PC,0.20443379385396834,0.780576155334711,0.00150796730886208,0.00228011554572726,0.00606729558203365,0.0037341599585488,0.00140048483153799
135,NHL 2002,PlayStation2,0.36310922684004676,0.397719701353568,0.001689474438675277,0.0038468337241703,0.007099916970428901,0.22462773420668844,0.0019070877281661923
136,NHL 2002,Xbox,0.7980807820955912,0.010870817427833834,0.08618150494294236,0.0033254686665410336,0.0056190250130991005,0.0925288945436477,0.003393530069539867
137,Ninja Gaiden Black,Xbox,0.5333350667497143,0.24602775796665807,0.0015619268318307874,0.029093905130139278,0.004530527708993708,0.1834846953085313,0.001966126423212654
138,Okami,PlayStation2,0.40914173921310276,0.5297258182639949,0.012481021276555999,0.003933808027880302,0.005480744870552782,0.03760114425812237,0.0016357327789760824
139,Okami,Wii,0.4947565763335054,0.45533307744901524,0.004526830471554052,0.0018969833326991196,0.005201363675748979,0.0365043204348896,0.0017808551339031126
140,Pac-Man Championship Edition DX,PlayStation3,0.6934966845437884,0.29019471078312814,0.0013136309737871216,0.0014469841345478927,0.005161811447968379,0.006477588737782578,0.001908577130442164
141,Pac-Man Championship Edition DX,Xbox360,0.46078988254070274,0.4388877952937037,0.0014393347664735801,0.002311068107373968,0.023801608537323726,0.07065185608109453,0.002118440479971416
142,Paper Mario,Nintendo64,0.4623289183567626,0.5025398921332299,0.0014255020447658338,0.0017623162256126831,0.0042418074578113646,0.026111685920573988,0.001589865467219335
143,Perfect Dark,Nintendo64,0.48828616814323883,0.40053838698578803,0.012679010750752574,0.0022520719620602093,0.015121311008202227,0.07937466340867433,0.001748395863593901
144,Persona 4 Golden,PlayStationVita,0.5059576798807335,0.425730252642065,0.010091640702675382,0.001655336699151773,0.022687441686403152,0.032130021925148126,0.00174762257498445
145,Persona 5,PlayStation4,0.46184636308446414,0.4585075027258327,0.004625244999534801,0.005564618103799348,0.0170488867074273,0.050288592772207444,0.0021187972547709174
146,Portal 2,PC,0.5108800870206993,0.379348563059368,0.005574201353432039,0.012779479922825215,0.016957860991257317,0.0709712651305268,0.0034885418956851094
147,Portal 2,PlayStation3,0.507386281410707,0.3876302513366967,0.008822388450247552,0.009224241210533458,0.013304462334809903,0.07180832335742542,0.0018240545109352135
148,Portal 2,Xbox360,0.5254137530297923,0.36973430945352415,0.00426086376962086,0.005858721074348799,0.021394522589302217,0.07152243585437812,0.0018154005994897222
149,Prince of Persia: The Sands of Time,GameCube,0.2941796801690208,0.6876095948054602,0.0016123625437581579,0.0016585711303999896,0.011438767879122921,0.0019998811736800476,0.0015011301362200316
150,Prince of Persia: The Sands of Time,PC,0.5657609694916755,0.32043359623057766,0.001477819492574728,0.002448639879003118,0.014890040603931948,0.09304298087023194,0.001945954959373872
151,Prince of Persia: The Sands of Time,PlayStation2,0.40133425672893747,0.5371635693354311,0.03477216786231399,0.002171998308829402,0.004558939966215243,0.018365718563426617,0.0016333351554979967
152,Prince of Persia: The Sands of Time,Xbox,0.4650420978292823,0.3332347723422571,0.0018961880600545061,0.003258770859101742,0.0040590087370946494,0.1904104831477161,0.002098667831160074
153,Quake,PC,0.6580004929273855,0.28593215873261213,0.0037045823730295024,0.0016331307255313238,0.027138661924982398,0.02085698474547821,0.0027339907479471924
154,Quake III Arena,Dreamcast,0.826157458126545,0.14803642511833456,0.0049784491420723,0.002125782222719825,0.0035548410960472747,0.01282739415182725,0.002319590887054775
155,Red Dead Redemption,PlayStation3,0.5184506891131703,0.3503520215605071,0.013090982032008421,0.003403355138426647,0.01586863939851719,0.09696794998426163,0.0018663616399468986
156,Red Dead Redemption,Xbox360,0.4903008321149301,0.37537590161320084,0.008987169900849988,0.013954723280080556,0.013925966624052436,0.09556587414133923,0.0018895251846963597
157,Resident Evil 4,GameCube,0.35901955327452684,0.5339641725256883,0.0015833553144272792,0.007771196049459585,0.036580763387767,0.05414769298157896,0.006933264755351074
158,Resident Evil 4,PlayStation2,0.48274267876276084,0.3820905875803318,0.008520895492145348,0.018585610362036122,0.018000914048802025,0.07957737145514295,0.010481941645670931
159,Resident Evil 4,PlayStation4,0.45563798086045104,0.3793025105874726,0.006464048319483235,0.055548010120724495,0.01119031696968397,0.08999848115490745,0.0018586397652850192
160,Rock Band,PlayStation2,0.4864092171192169,0.5009201914072037,0.00084994189091955,0.00167248677462335,0.0062501232605427,0.0020370065467432003,0.00186107953777535
161,Rock Band,PlayStation3,0.45142562108230777,0.45401532133837463,0.0017901765204441688,0.0022391099992091217,0.008364178593183128,0.08007916781753006,0.002086412641801816
162,Rock Band,Xbox360,0.4840113627159911,0.4028229366469366,0.00622994565778887,0.0023821514844188365,0.009906365075783585,0.09066616842756042,0.003981079394703292
163,Rock Band 2,PlayStation3,0.6715081200624505,0.21135378856949194,0.0016601970855844668,0.002158066869014817,0.006120663194451433,0.10518591621075753,0.002013252650309933
164,Rock Band 2,Wii,0.8286210149526596,0.13855417375452814,0.0012797648378181667,0.0017390455080506333,0.022006736680244384,0.006122426440318351,0.0016768285616610833
165,Rock Band 2,Xbox360,0.5453490949619342,0.32480404910508215,0.0016942723459043236,0.006610580040347327,0.007940994626979333,0.11179145637502452,0.0018095502010135175
166,Rock Band 3,PlayStation3,0.5793153507076204,0.2685338856698945,0.002219967183191284,0.038588697744999026,0.0053601461416109995,0.10408933699363838,0.001892604972235808
167,Rock Band 3,Wii,0.38300326507952476,0.5339329748724898,0.0013397910451102113,0.0022573062710256444,0.0042028239048603,0.07327019574586299,0.001993656805199
168,Rock Band 3,Xbox360,0.8415844908449799,0.09672728378791356,0.028357078835445717,0.0016479645249394498,0.004012153338408054,0.025599734964392412,0.0020712774276034373
